61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,31,31,31,31,31,31,31,31,31,31,31,31,31,31,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,31,31,31,31,31,31,31,54,31,31,31,32,31,31,31,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,31,31,31,31,31,55,31,31,31,32,31,31,31,31,31,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,31,31,31,31,31,31,31,31,31,31,31,44,45,32,31,
61,61,61,61,61,61,61,61,61,61,115,116,116,117,61,61,61,61,61,61,61,61,61,61,61,31,31,40,37,41,31,31,31,31,31,31,59,60,31,31,
61,61,61,61,61,61,61,61,61,61,130,131,131,132,61,61,61,61,61,61,61,61,61,61,61,31,31,35,33,34,31,31,31,31,55,31,31,31,31,31,
61,61,61,61,61,61,61,61,61,61,145,146,146,147,61,61,61,61,61,61,61,61,61,61,61,61,31,35,33,34,31,32,31,31,31,31,31,31,31,31,
61,61,61,61,61,61,61,61,61,61,136,D165,180,137,61,61,61,61,61,61,61,61,61,61,61,61,31,38,36,39,31,31,31,31,31,31,54,31,31,31,
61,61,61,61,61,61,61,61,61,61,70,79,67,67,67,67,67,67,67,67,71,61,61,61,61,61,31,31,31,31,55,44,45,31,31,44,45,32,31,31,
61,61,61,61,61,61,61,61,61,61,68,66,66,66,66,66,66,66,66,80,64,61,61,61,61,61,31,31,31,31,31,59,60,31,31,59,58,45,31,31,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,62,61,61,61,65,64,61,61,61,61,61,31,31,31,31,31,31,31,31,31,31,59,60,31,55,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,65,64,61,61,61,61,61,61,31,31,31,31,31,31,31,31,31,31,31,31,31,
61,61,61,61,61,61,61,62,61,61,61,61,61,61,61,74,75,61,61,65,64,61,61,70,67,71,61,61,31,31,31,31,31,31,31,31,31,31,31,31,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,89,90,70,67,83,82,67,67,83,63,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,62,70,67,67,83,81,66,66,66,66,80,63,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,74,75,70,67,83,81,66,66,69,61,62,61,61,65,63,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,89,90,65,81,66,69,74,75,61,61,61,61,61,68,80,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,68,69,74,75,72,73,74,75,61,84,61,61,65,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,62,61,61,74,87,88,87,88,87,88,75,74,75,61,65,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,74,75,61,61,61,61,89,88,87,88,87,88,87,90,72,73,61,65,64,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,89,90,61,61,61,74,75,89,90,89,90,89,90,74,87,90,61,65,64,61,74,75,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,74,75,74,87,90,61,61,61,61,61,62,89,90,74,75,68,69,61,89,90,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,89,90,89,90,74,75,61,61,84,61,61,61,61,89,90,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,61,61,61,61,61,61,89,90,61,61,61,61,61,61,61,74,75,61,61,61,61,84,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,74,75,74,75,61,74,75,61,74,75,61,61,74,75,61,89,90,61,74,75,61,61,61,61,61,61,61,61,61,61,61,61,61,
61,61,61,61,61,61,61,89,90,89,90,74,87,90,74,87,88,75,61,89,90,61,61,61,61,89,90,61,61,61,61,61,1,1,1,1,1,1,1,1,
61,61,61,61,61,61,61,61,61,61,61,89,90,74,87,88,87,88,75,61,84,61,61,61,61,61,61,61,1,1,1,1,1,1,1,1,14,15,1,1,
61,61,61,61,61,61,61,74,75,61,74,75,74,87,88,87,88,87,88,75,74,75,61,61,74,75,61,61,1,25,1,1,1,1,1,2,29,30,1,1,
61,61,61,61,61,61,61,89,90,74,87,88,87,88,87,88,87,90,89,90,89,90,61,61,89,90,61,1,1,1,1,2,1,1,1,1,1,1,2,1,
61,61,61,61,61,61,61,61,74,87,88,87,88,87,88,87,88,75,74,75,61,61,74,75,61,61,61,1,1,14,15,1,24,1,1,1,1,1,1,1,
61,61,61,61,74,75,61,74,87,88,87,88,87,88,87,88,87,88,87,90,61,61,89,90,61,61,61,1,1,29,30,1,1,1,14,15,1,1,1,1,
61,61,61,61,89,90,61,89,88,87,88,87,88,87,88,87,88,87,90,74,75,61,61,61,61,61,61,1,1,2,1,1,1,1,29,30,1,1,24,1,
61,61,61,61,61,61,61,61,89,88,87,88,87,90,89,88,87,90,61,89,90,61,61,61,61,61,61,1,1,1,1,1,25,1,1,1,1,1,25,1,
61,61,61,61,61,61,61,61,61,89,90,72,73,61,61,89,90,61,61,61,61,61,61,61,61,61,61,1,14,15,1,1,1,1,14,15,1,1,1,1,
61,61,61,61,61,61,61,61,61,61,61,89,90,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1,29,30,1,1,1,24,29,30,1,1,14,15,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,74,75,61,74,75,61,61,61,61,61,61,1,1,1,1,1,1,1,1,1,1,1,29,30,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,89,90,61,89,90,61,61,61,61,61,61,1,1,2,1,1,1,1,1,1,14,15,1,1,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1,1,1,1,1,25,1,1,14,27,28,15,14,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1,1,1,1,1,1,1,14,27,28,27,28,27,
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,1,1,1,1,1,1,14,27,28,27,28,27,28
